form_index,form_group_id,section_number,part_index,part_count,form_title,website_label,description,source_rows,question_count,total_points,question_number_in_form,source_file,source_sheet,source_row,section,rule,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,points,feedback
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,9,Chapter2_Section12.xlsx,Chapter2_Section12,41,Chapter 2 Section 12,21210,How may the person engaged terminate his engagement after three months of service under Rule 021210?,By giving Government three months’ notice in writing or paying Government one month’s salary in lieu of notice,By sending a verbal message to a colleague,By refusing duty without notice,By applying for promotion,A,By giving Government three months’ notice in writing or paying Government one month’s salary in lieu of notice,1,"Correct. Under PSR Rule 021210(ii), the person engaged may terminate by giving Government three months’ notice in writing or paying Government one month’s salary in lieu of notice."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,10,Chapter2_Section12.xlsx,Chapter2_Section12,42,Chapter 2 Section 12,21210,Which statement correctly reflects termination under Rule 021210?,Both Government and the person engaged have notice or salary-in-lieu options under the rule,Only the Staff Union may terminate the engagement,The person engaged can terminate only after retirement,Government must always give one year’s notice,A,Both Government and the person engaged have notice or salary-in-lieu options under the rule,1,"Correct. Under PSR Rule 021210, Government may terminate by three months’ written notice or one month’s salary in lieu, and the person engaged may also terminate after three months’ service by three months’ written notice or one month’s salary in lieu."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,11,Chapter2_Section12.xlsx,Chapter2_Section12,43,Chapter 2 Section 12,21211,"Under Rule 021211, pecuniary damage may arise from disregarding or failing to comply with what?","Any order, standing order or departmental instruction",Private family advice,Staff club rules,Personal preference,A,"Any order, standing order or departmental instruction",1,"Correct. Under PSR Rule 021211, pecuniary damage may arise from disregarding or failing to comply with any order, standing order or departmental instruction, or from neglect of duty."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,12,Chapter2_Section12.xlsx,Chapter2_Section12,44,Chapter 2 Section 12,21211,"Under Rule 021211, pecuniary damage may also arise from what on the part of the person engaged?",Neglect of duty,Completion of tour of service,Satisfactory conduct,Approved leave,A,Neglect of duty,1,"Correct. Under PSR Rule 021211, pecuniary damage arising from neglect of duty may make the person engaged liable to salary deduction."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,13,Chapter2_Section12.xlsx,Chapter2_Section12,45,Chapter 2 Section 12,21211,What may be deducted under Rule 021211 to make good pecuniary damage?,Salary of the person engaged,Annual leave balance,Promotion score,Medical certificate,A,Salary of the person engaged,1,"Correct. Under PSR Rule 021211, the person engaged may be liable to a deduction from salary to make good the damage or part of it."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,14,Chapter2_Section12.xlsx,Chapter2_Section12,46,Chapter 2 Section 12,21211,Who fixes the amount to be deducted for pecuniary damage under Rule 021211?,The Permanent Secretary or Head of Extra-Ministerial Office,The Staff Union Chairman,The person engaged alone,The private employer,A,The Permanent Secretary or Head of Extra-Ministerial Office,1,"Correct. Under PSR Rule 021211, the amount to be deducted is fixed by the Permanent Secretary or Head of Extra-Ministerial Office."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,15,Chapter2_Section12.xlsx,Chapter2_Section12,47,Chapter 2 Section 12,21212,"Under Rule 021212, when must the person engaged give written notice if he desires to remain in Government employment?",Four months before the date of expiration of the agreement,One week after expiration,Only after dismissal,At any time after retirement,A,Four months before the date of expiration of the agreement,1,"Correct. Under PSR Rule 021212, four months before the expiration of the agreement, the person engaged must give written notice to Government stating his desire to remain in employment."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,16,Chapter2_Section12.xlsx,Chapter2_Section12,48,Chapter 2 Section 12,21212,The written notice under Rule 021212 states what?,The desire to remain in Government employment,The desire to receive dismissal,The desire to avoid the PSR,The desire to disclose Government information,A,The desire to remain in Government employment,1,"Correct. Under PSR Rule 021212, the written notice must state the person’s desire to remain in Government employment."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,17,Chapter2_Section12.xlsx,Chapter2_Section12,49,Chapter 2 Section 12,21212,"After receiving the notice under Rule 021212, what does Government decide?",Whether it will offer further employment,Whether to grant maternity leave only,Whether to abolish the PSR,Whether to promote the Staff Union,A,Whether it will offer further employment,1,"Correct. Under PSR Rule 021212, Government decides whether it will offer the person engaged further employment."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,18,Chapter2_Section12.xlsx,Chapter2_Section12,50,Chapter 2 Section 12,21212,"If Government decides in favour of further employment under Rule 021212, re-engagement shall be on what basis?",Such terms and for such period as may be mutually agreed,Automatic permanent pensionable appointment,Unlimited tenure without terms,The same terms without negotiation,A,Such terms and for such period as may be mutually agreed,1,"Correct. Under PSR Rule 021212, if Government decides in favour, re-engagement is on such terms and for such period as may be mutually agreed."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,19,Chapter2_Section12.xlsx,Chapter2_Section12,51,Chapter 2 Section 12,21213,"Under Rule 021213, when is the person engaged eligible for severance allowance?",On satisfactory completion of a tour of service,On dismissal for misconduct,On refusal to perform duties,On unauthorized disclosure of Government information,A,On satisfactory completion of a tour of service,1,"Correct. Under PSR Rule 021213, the person engaged is eligible for severance allowance on satisfactory completion of a tour of service, subject to the stated conditions."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,20,Chapter2_Section12.xlsx,Chapter2_Section12,52,Chapter 2 Section 12,21213,What is the severance allowance rate under Rule 021213?,15 percent of basic salary,50 percent of total emoluments,One month’s transport allowance,100 percent of annual salary,A,15 percent of basic salary,1,"Correct. Under PSR Rule 021213, severance allowance is payable at the rate of 15 percent of basic salary."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,21,Chapter2_Section12.xlsx,Chapter2_Section12,53,Chapter 2 Section 12,21213,"Under Rule 021213, severance allowance is not payable if the engagement is terminated under which rule?",Rule 021210,Rule 021201,Rule 021208,Rule 021214,A,Rule 021210,1,"Correct. Under PSR Rule 021213, severance allowance is payable only if the engagement is not terminated as under Rule 021210."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,22,Chapter2_Section12.xlsx,Chapter2_Section12,54,Chapter 2 Section 12,21213,Which further condition affects eligibility for severance allowance under Rule 021213?,"The person engaged must not be in receipt of, or eligible for, any other retiring benefits",The person engaged must be a Staff Union officer,The person engaged must have refused all duties,The person engaged must have disclosed Government information,A,"The person engaged must not be in receipt of, or eligible for, any other retiring benefits",1,"Correct. Under PSR Rule 021213, severance allowance is payable only if the person engaged is not in receipt of, nor eligible for, any other retiring benefits."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,23,Chapter2_Section12.xlsx,Chapter2_Section12,55,Chapter 2 Section 12,21213,Which statement correctly summarises Rule 021213?,"Severance allowance is 15 percent of basic salary on satisfactory completion of tour, provided the engagement was not terminated under Rule 021210 and no other retiring benefit is received or receivable",Severance allowance is automatic after dismissal,Severance allowance is paid only to pensionable Officers,Severance allowance is always 100 percent of salary,A,"Severance allowance is 15 percent of basic salary on satisfactory completion of tour, provided the engagement was not terminated under Rule 021210 and no other retiring benefit is received or receivable",1,"Correct. PSR Rule 021213 provides for severance allowance at 15 percent of basic salary on satisfactory completion of a tour of service, provided the engagement was not terminated under Rule 021210 and the person is not receiving or eligible for other retiring benefits."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,24,Chapter2_Section12.xlsx,Chapter2_Section12,56,Chapter 2 Section 12,21214,"Under Rule 021214, is leave of absence a legal right included in the contract?","Yes, it is an automatic legal right","No, it is not a legal right included in the contract","Yes, but only for senior Officers","Yes, but only after dismissal",B,"No, it is not a legal right included in the contract",1,"Correct. Under PSR Rule 021214, leave of absence is not a legal right included in the contract."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,25,Chapter2_Section12.xlsx,Chapter2_Section12,57,Chapter 2 Section 12,21214,"Under Rule 021214, leave may be granted after which event?",After a tour of service,After misconduct,After unauthorized disclosure,After refusal to obey orders,A,After a tour of service,1,"Correct. Under PSR Rule 021214, leave may be granted after a tour of service, subject to the applicable rules and exigencies of the Public Service."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,26,Chapter2_Section12.xlsx,Chapter2_Section12,58,Chapter 2 Section 12,21214,"Under Rule 021214, leave may also be granted if the person engaged is declared what before completing the tour?",Invalid,Promoted,Transferred,Dismissed,A,Invalid,1,"Correct. Under PSR Rule 021214, leave may be granted if the person engaged is declared invalid before completing the tour."
